Type,Frame,Angle
BezierQuaternion,669,-25.9548
BezierQuaternion,670,-26.5367
BezierQuaternion,671,-27.1333
BezierQuaternion,672,-27.7472
BezierQuaternion,673,-28.4276
BezierQuaternion,674,-29.2153
BezierQuaternion,675,-30.1013
BezierQuaternion,676,-31.0762
BezierQuaternion,677,-32.1299
BezierQuaternion,678,-33.2515
BezierQuaternion,679,-34.4294
BezierQuaternion,680,-35.6508
BezierQuaternion,681,-36.9021
BezierQuaternion,682,-38.1691
BezierQuaternion,683,-39.4367
BezierQuaternion,684,-40.6894
BezierQuaternion,685,-41.9116
BezierQuaternion,686,-43.0873
BezierQuaternion,687,-44.2004
BezierQuaternion,688,-45.2349
BezierQuaternion,689,-46.1747
BezierQuaternion,690,-47.0033
BezierQuaternion,691,-47.7039
BezierQuaternion,692,-48.259
BezierQuaternion,693,-48.6496
BezierQuaternion,694,-48.8757
BezierQuaternion,695,-48.9564
BezierQuaternion,696,-48.8994
BezierQuaternion,697,-48.7113
BezierQuaternion,698,-48.3976
BezierQuaternion,699,-47.9638
BezierQuaternion,700,-47.4152
BezierQuaternion,701,-46.7576
BezierQuaternion,702,-45.9977
BezierQuaternion,703,-45.1432
BezierQuaternion,704,-44.2031
BezierQuaternion,705,-43.1884
BezierQuaternion,706,-42.1119
BezierQuaternion,707,-40.9885
BezierQuaternion,708,-39.8358
BezierQuaternion,709,-38.6734
BezierQuaternion,710,-37.5233
BezierQuaternion,711,-36.4099
BezierQuaternion,712,-35.3593
BezierQuaternion,713,-34.3989
BezierQuaternion,714,-33.5571
BezierQuaternion,715,-32.7694
BezierQuaternion,716,-31.9566
BezierQuaternion,717,-31.1253
BezierQuaternion,718,-30.2822
BezierQuaternion,719,-29.434
BezierQuaternion,720,-28.5873
BezierQuaternion,721,-27.7489
BezierQuaternion,722,-26.9255
BezierQuaternion,723,-26.1239
BezierQuaternion,724,-25.351
BezierQuaternion,725,-24.6135
BezierQuaternion,726,-23.9186
BezierQuaternion,727,-23.2731
BezierQuaternion,728,-22.6841
BezierQuaternion,729,-22.1588
BezierQuaternion,730,-21.7043
BezierQuaternion,731,-21.3279
BezierQuaternion,732,-21.037
BezierQuaternion,733,-20.839
BezierQuaternion,734,-20.7417
BezierQuaternion,735,-20.753
BezierQuaternion,736,-20.911
BezierQuaternion,737,-21.2418
BezierQuaternion,738,-21.7349
BezierQuaternion,739,-22.3798
BezierQuaternion,740,-23.1658
BezierQuaternion,741,-24.0818
BezierQuaternion,742,-25.1169
BezierQuaternion,743,-26.2592
BezierQuaternion,744,-27.4966
BezierQuaternion,745,-28.8159
BezierQuaternion,746,-30.2024
BezierQuaternion,747,-31.6397
BezierQuaternion,748,-33.1095
BezierQuaternion,749,-34.5909
BezierQuaternion,750,-36.0601
BezierQuaternion,751,-37.4906
BezierQuaternion,752,-38.8531
BezierQuaternion,753,-40.1156
BezierQuaternion,754,-41.2441
BezierQuaternion,755,-42.203
BezierQuaternion,756,-42.9564
BezierQuaternion,757,-43.5202
BezierQuaternion,758,-43.9388
BezierQuaternion,759,-44.2199
BezierQuaternion,760,-44.3724
BezierQuaternion,761,-44.4065
BezierQuaternion,762,-44.3331
BezierQuaternion,763,-44.1639
BezierQuaternion,764,-43.9115
BezierQuaternion,765,-43.5888
BezierQuaternion,766,-43.2093
BezierQuaternion,767,-42.7864
BezierQuaternion,768,-42.3341
BezierQuaternion,769,-41.8659
BezierQuaternion,770,-41.3954
BezierQuaternion,771,-40.9358
BezierQuaternion,772,-40.5001
BezierQuaternion,773,-40.1006
BezierQuaternion,774,-39.7494
BezierQuaternion,775,-39.4579
BezierQuaternion,776,-39.237
BezierQuaternion,777,-39.0971
BezierQuaternion,778,-39.0182
BezierQuaternion,779,-38.9718
BezierQuaternion,780,-38.9557
BezierQuaternion,781,-38.9672
BezierQuaternion,782,-39.0034
BezierQuaternion,783,-39.0615
BezierQuaternion,784,-39.1385
BezierQuaternion,785,-39.2312
BezierQuaternion,786,-39.3368
BezierQuaternion,787,-39.4519
BezierQuaternion,788,-39.5736
BezierQuaternion,789,-39.6985
BezierQuaternion,790,-39.8234
BezierQuaternion,791,-39.9448
BezierQuaternion,792,-40.0592
BezierQuaternion,793,-40.1627
BezierQuaternion,794,-40.2513
BezierQuaternion,795,-40.3207
BezierQuaternion,796,-40.3664
BezierQuaternion,797,-40.3835
BezierQuaternion,798,-40.3668
BezierQuaternion,799,-40.321
BezierQuaternion,800,-40.2548
BezierQuaternion,801,-40.1682
BezierQuaternion,802,-40.0613
BezierQuaternion,803,-39.9337
BezierQuaternion,804,-39.7856
BezierQuaternion,805,-39.6169
BezierQuaternion,806,-39.4278
BezierQuaternion,807,-39.219
BezierQuaternion,808,-38.9912
BezierQuaternion,809,-38.7457
BezierQuaternion,810,-38.4841
BezierQuaternion,811,-38.2083
BezierQuaternion,812,-37.9206
BezierQuaternion,813,-37.6235
BezierQuaternion,814,-37.3198
BezierQuaternion,815,-37.0127
BezierQuaternion,816,-36.7052
BezierQuaternion,817,-36.4007
BezierQuaternion,818,-36.1022
BezierQuaternion,819,-35.8129
BezierQuaternion,820,-35.5351
BezierQuaternion,821,-35.2678
BezierQuaternion,822,-35.0084
BezierQuaternion,823,-34.7547
BezierQuaternion,824,-34.5039
BezierQuaternion,825,-34.2537
