Type,Frame,Angle
Bezier Euler,500,-141.942
Bezier Euler,501,-149.265
Bezier Euler,502,-155.823
Bezier Euler,503,-161.512
Bezier Euler,504,-166.227
Bezier Euler,505,-170.094
Bezier Euler,506,-173.34
Bezier Euler,507,-176.013
Bezier Euler,508,-178.158
Bezier Euler,509,-179.821
Bezier Euler,510,-181.05
Bezier Euler,511,-181.89
Bezier Euler,512,-182.387
Bezier Euler,513,-182.587
Bezier Euler,514,-182.538
Bezier Euler,515,-182.284
Bezier Euler,516,-181.873
Bezier Euler,517,-181.351
Bezier Euler,518,-180.764
Bezier Euler,519,-180.157
Bezier Euler,520,-179.578
Bezier Euler,521,-179.073
Bezier Euler,522,-178.687
Bezier Euler,523,-178.468
Bezier Euler,524,-178.461
Bezier Euler,525,-178.712
Bezier Euler,526,-179.098
Bezier Euler,527,-179.465
Bezier Euler,528,-179.813
Bezier Euler,529,-180.141
Bezier Euler,530,-180.449
Bezier Euler,531,-180.739
Bezier Euler,532,-181.01
Bezier Euler,533,-181.261
Bezier Euler,534,-181.494
Bezier Euler,535,-181.709
Bezier Euler,536,-181.905
Bezier Euler,537,-182.082
Bezier Euler,538,-182.241
Bezier Euler,539,-182.382
Bezier Euler,540,-182.505
Bezier Euler,541,-182.609
Bezier Euler,542,-182.696
Bezier Euler,543,-182.766
Bezier Euler,544,-182.817
Bezier Euler,545,-182.851
Bezier Euler,546,-182.868
Bezier Euler,547,-182.891
Bezier Euler,548,-182.938
Bezier Euler,549,-183.002
Bezier Euler,550,-183.076
Bezier Euler,551,-183.154
Bezier Euler,552,-183.227
Bezier Euler,553,-183.29
Bezier Euler,554,-183.334
Bezier Euler,555,-183.354
Bezier Euler,556,-183.341
Bezier Euler,557,-183.289
Bezier Euler,558,-183.19
Bezier Euler,559,-183.038
Bezier Euler,560,-182.826
Bezier Euler,561,-182.546
Bezier Euler,562,-182.191
Bezier Euler,563,-181.754
Bezier Euler,564,-181.229
Bezier Euler,565,-180.608
Bezier Euler,566,-179.884
Bezier Euler,567,-179.05
Bezier Euler,568,-178.204
Bezier Euler,569,-177.435
Bezier Euler,570,-176.717
Bezier Euler,571,-176.027
Bezier Euler,572,-175.342
Bezier Euler,573,-174.636
Bezier Euler,574,-173.887
Bezier Euler,575,-173.07
Bezier Euler,576,-172.162
Bezier Euler,577,-171.139
Bezier Euler,578,-169.976
Bezier Euler,579,-168.65
Bezier Euler,580,-167.137
Bezier Euler,581,-165.412
Bezier Euler,582,-163.453
Bezier Euler,583,-161.236
Bezier Euler,584,-158.735
Bezier Euler,585,-155.928
Bezier Euler,586,-152.79
Bezier Euler,587,-149.298
Bezier Euler,588,-145.428
Bezier Euler,589,-140.987
Bezier Euler,590,-135.851
Bezier Euler,591,-130.095
Bezier Euler,592,-123.798
Bezier Euler,593,-117.035
Bezier Euler,594,-109.884
Bezier Euler,595,-102.421
Bezier Euler,596,-94.7237
Bezier Euler,597,-86.8679
Bezier Euler,598,-78.9308
Bezier Euler,599,-70.9892
Bezier Euler,600,-63.1198
Bezier Euler,601,-55.3995
Bezier Euler,602,-47.905
Bezier Euler,603,-40.7131
Bezier Euler,604,-33.9007
Bezier Euler,605,-27.5445
Bezier Euler,606,-21.7213
Bezier Euler,607,-16.5078
Bezier Euler,608,-11.981
Bezier Euler,609,-8.21749
Bezier Euler,610,-5.15788
Bezier Euler,611,-2.66242
Bezier Euler,612,-0.68751
Bezier Euler,613,0.810428
Bezier Euler,614,1.87498
Bezier Euler,615,2.54973
Bezier Euler,616,2.87827
Bezier Euler,617,2.90417
Bezier Euler,618,2.67103
Bezier Euler,619,2.22242
Bezier Euler,620,1.60194
Bezier Euler,621,0.853168
Bezier Euler,622,0.0196878
Bezier Euler,623,-0.854914
Bezier Euler,624,-1.72705
Bezier Euler,625,-2.55314
Bezier Euler,626,-3.2896
Bezier Euler,627,-3.89284
Bezier Euler,628,-4.31928
Bezier Euler,629,-4.52533
Bezier Euler,630,-4.46741
Bezier Euler,631,-4.25571
Bezier Euler,632,-4.03067
Bezier Euler,633,-3.79412
Bezier Euler,634,-3.54786
